"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"diffexpressed"
"SLC13A4"	-0.0475046734399705	1.62548010466108	0.0461633347984849	0.949485443828984	0.999976111862665	"No change"
"BMAL1"	-0.0204533159185746	3.17499243046906	0.0274480208409864	0.949499578921768	0.999976111862665	"No change"
"SLX4"	-0.0104476542384798	4.88998776327112	0.0295553580024181	0.949554747654651	0.999976111862665	"No change"
"PLEKHG4"	0.0421454043658003	1.78666208911601	0.0611457994848297	0.949586857682286	0.999976111862665	"No change"
"LYSMD3"	0.0142801551970005	4.05638291290196	0.027799322747351	0.949624659527536	0.999976111862665	"No change"
"PLEKHH1"	0.011572418966444	4.61164274929082	0.0308686284191885	0.949634358747887	0.999976111862665	"No change"
"ACP6"	-0.0242852540468001	2.78314531142039	0.0430834130612741	0.949650499518821	0.999976111862665	"No change"
"POLR2H"	-0.0125173901723714	4.40091413158452	0.0385626940751252	0.949661482023949	0.999976111862665	"No change"
"RAP1GAP2"	0.00591686784408704	6.46627197869141	0.0194730397858291	0.949671910448756	0.999976111862665	"No change"
"CHCHD3"	-0.0104629036949619	4.87617394753475	0.0335580396408075	0.949735413863386	0.999976111862665	"No change"
"CHRD"	-0.0245301920828164	2.76358224874655	0.0266170515943302	0.949784927089586	0.999976111862665	"No change"
"CDK19"	-0.00885493606289576	5.32818871287557	0.032998826433922	0.949795361962576	0.999976111862665	"No change"
"ABHD17C"	0.00875722486887882	5.3594062367046	0.0329117955388116	0.949832995249221	0.999976111862665	"No change"
"PPTC7"	-0.00999533044346848	4.99512457526049	0.0256877440756423	0.949836602200531	0.999976111862665	"No change"
"TRMT11"	0.0163888713734436	3.69875316461519	0.0379304197260519	0.949838065026772	0.999976111862665	"No change"
"ENTPD1"	-0.00741340382987218	5.82394489473607	0.0199479199840556	0.949860203468932	0.999976111862665	"No change"
"B3GALT9"	0.0341946479964225	2.11143020472148	0.0303565411729613	0.949886794508577	0.999976111862665	"No change"
"YPEL3-DT"	0.0203005562543437	3.17841405873004	0.0437697132859292	0.949906239368363	0.999976111862665	"No change"
"LHX4"	-0.00666095238157	6.11128363924935	0.0192983045177304	0.949992915851876	0.999976111862665	"No change"
"PLAG1"	0.0371738276535486	1.94155036668442	0.0463936658787761	0.950047156371692	0.999976111862665	"No change"
"SAR1A"	0.00493408668649772	6.95527248104666	0.0164054068097782	0.950062053133301	0.999976111862665	"No change"
"NAAA"	-0.0238246106804482	2.80784462056252	0.0385049248288371	0.950071373981866	0.999976111862665	"No change"
"AIG1"	-0.00824231432295546	5.5125578919364	0.0225763389853763	0.950078300110956	0.999976111862665	"No change"
"BSG"	0.00410649901018	7.49266773707347	0.00742378086219431	0.950104408687837	0.999976111862665	"No change"
"NSD2"	0.0032008845759828	8.19049745649599	0.00924259749998327	0.95011109127169	0.999976111862665	"No change"
"MYADML2"	-0.0297593281981167	2.35149963242882	0.0343432009035397	0.950117783949671	0.999976111862665	"No change"
"MRGBP"	-0.0145230387748114	3.98659319016393	0.039846436152679	0.950133132243523	0.999976111862665	"No change"
"PLEKHA8P1"	-0.027834308422293	2.48272125445757	0.0493362051585916	0.950140903914055	0.999976111862665	"No change"
"ASPHD1"	0.00859266787319225	5.39426782148847	0.0270691459696794	0.9501724349448	0.999976111862665	"No change"
"COX10"	-0.012291696284675	4.41921001914127	0.0317578654649874	0.950195791296519	0.999976111862665	"No change"
"CAP2"	0.0119549302905022	4.49028051602554	0.0189173674828737	0.950243215648305	0.999976111862665	"No change"
"YME1L1"	-0.00466579561012912	7.10586548328883	0.014834064898459	0.950253052090339	0.999976111862665	"No change"
"MLF1-DT"	-0.0314923496446528	2.23718718328114	0.055212699508689	0.950365684909457	0.999976111862665	"No change"
"CCDC183"	-0.0228543416086437	2.88218013619777	0.0410191838369214	0.950417027700246	0.999976111862665	"No change"
"TECPR2"	-0.00635968791936363	6.22038953290887	0.013560421799713	0.95044997247123	0.999976111862665	"No change"
"VWC2L"	0.0132246414564152	4.21205514428401	0.0303758275583296	0.950492098777038	0.999976111862665	"No change"
"ANKLE1"	0.0433393072139407	1.72449182236618	0.0404247981427477	0.950495413667536	0.999976111862665	"No change"
"CXXC4-AS1"	-0.02468833526821	2.70713334118335	0.0461090723218076	0.95061446339205	0.999976111862665	"No change"
"NUTM2D"	-0.0143319917823726	3.99602657381381	0.0404739834758989	0.950645147220434	0.999976111862665	"No change"
"ATXN7"	0.0109330982741551	4.70715878965777	0.0244246917999042	0.950677367858297	0.999976111862665	"No change"
"TOE1"	0.0151274806802563	3.85843424127796	0.041943890601392	0.950689839437883	0.999976111862665	"No change"
"HSPA4"	0.00310370015068935	8.26467728384261	0.00896195181074902	0.950713248122599	0.999976111862665	"No change"
"BBOF1"	-0.0178132654209306	3.44604305820684	0.0595883814454186	0.95072444016812	0.999976111862665	"No change"
"LUARIS"	-0.0297989137005926	2.32377221387231	0.0615296381065983	0.950763171017388	0.999976111862665	"No change"
"NT5C3B"	0.00523992541541738	6.74464022776978	0.0188930273601881	0.950802649760321	0.999976111862665	"No change"
"PSMG1"	0.0104342893189435	4.82529072264324	0.024937986696745	0.950811389116656	0.999976111862665	"No change"
"MTMR14"	-0.0103799125803413	4.84047668696694	0.0346392717530032	0.950811860588866	0.999976111862665	"No change"
"GPR27"	-0.00746825127007147	5.74536492666908	0.0122779122889788	0.950840800427719	0.999976111862665	"No change"
"CLK3"	-0.00884323347556903	5.27641323234466	0.0328253824941131	0.950858359523054	0.999976111862665	"No change"
"WWC1"	0.0115520098397772	4.54631731432279	0.0247491266055609	0.950937171109681	0.999976111862665	"No change"
"FAXC"	0.00481403343936064	6.97561671569414	0.0140508564861156	0.950947578335207	0.999976111862665	"No change"
"ARHGEF39"	-0.018501486610754	3.34533648069898	0.0526653351296838	0.950947821625316	0.999976111862665	"No change"
"ANKRD6"	0.00734576044902119	5.77668885673212	0.0183716384001614	0.951021502706513	0.999976111862665	"No change"
"IGSF10"	-0.0349149929102406	2.04076820379556	0.0476616913548958	0.95103923683796	0.999976111862665	"No change"
"KCNJ11"	-0.0140516178469917	4.02396592274532	0.036334475660647	0.951040671651094	0.999976111862665	"No change"
"TIMP1"	-0.0265629668043273	2.53541895182691	0.0320649382972736	0.951115399782362	0.999976111862665	"No change"
"JAK3"	-0.0328903539715178	2.13158295762763	0.0310243325816228	0.951115978588533	0.999976111862665	"No change"
"AQP1"	-0.040872428328409	1.7888689310462	0.039347959758066	0.951123061511027	0.999976111862665	"No change"
"VRK2"	0.0216831726473361	2.96401968174329	0.0522080134437717	0.951251953134235	0.999976111862665	"No change"
"TMEM269"	0.0473744334122193	1.5856996103657	0.0607037337370729	0.951252711853178	0.999976111862665	"No change"
"FBH1"	-0.00799437355693008	5.52603394201517	0.0288868433058704	0.9513434544746	0.999976111862665	"No change"
"MIR5010"	0.0183133546203544	3.35035238199762	0.0562844577532021	0.951365431086427	0.999976111862665	"No change"
"XDH"	0.0478802347441303	1.57211172104427	0.0425229401127695	0.951368601170692	0.999976111862665	"No change"
"PROM2"	-0.0346507951989362	2.03376501024179	0.0368802786929381	0.951474414355077	0.999976111862665	"No change"
"SLC6A12"	0.0399579639105204	1.81105821716248	0.0371057675427112	0.951489937743748	0.999976111862665	"No change"
"DIP2A"	-0.0073857378685336	5.73410039158846	0.0135696693541249	0.951631635140773	0.999976111862665	"No change"
"DNAJC25-GNG10"	0.0171559976319186	3.49152911200821	0.0367660274206453	0.951673511596467	0.999976111862665	"No change"
"FBXL7"	-0.025649745984157	2.58075290009863	0.0352825994883208	0.951721829596612	0.999976111862665	"No change"
"MBTPS1"	-0.00472628296188134	6.97863991970356	0.0187358445441415	0.951835163903344	0.999976111862665	"No change"
"GOT2"	0.00384061863574882	7.57575343190325	0.0152600252668382	0.951862303589905	0.999976111862665	"No change"
"BGLAP"	0.0416205217081226	1.73627621643875	0.0564067698071861	0.951918384678331	0.999976111862665	"No change"
"DCAF8-DT"	0.0280505216802431	2.39608926208036	0.0434966302223201	0.951944696319752	0.999976111862665	"No change"
"CA4"	-0.0132935599282113	4.11890957425707	0.0427923093733194	0.951950092511644	0.999976111862665	"No change"
"THNSL2"	-0.0223843350780247	2.85982554982724	0.0358371048287723	0.951956568543767	0.999976111862665	"No change"
"TMEM121"	0.0298932546802374	2.2724029091961	0.025841850399013	0.952050183600211	0.999976111862665	"No change"
"DAD1"	-0.00757276455629974	5.63395150069181	0.0206785492688865	0.952078659401412	0.999976111862665	"No change"
"ARHGAP23"	-0.00721269911271294	5.76775668753055	0.0150866369155038	0.952079495877405	0.999976111862665	"No change"
"TMSB10"	0.00288401654000488	10.4429842034641	0.00370930797328702	0.952092949776859	0.999976111862665	"No change"
"FAM8A1"	-0.00474104766128438	6.95160339988378	0.0154033486370774	0.95209681764309	0.999976111862665	"No change"
"PTPRU"	-0.00767323511086213	5.59414038728269	0.0179767979775099	0.952146952947749	0.999976111862665	"No change"
"SNRPB"	0.00770382981090597	5.58317539579819	0.0249170429989598	0.952169857278295	0.999976111862665	"No change"
"ESRRA"	0.0151354083840577	3.77066523697695	0.0402182172186522	0.95231482112865	0.999976111862665	"No change"
"THNSL1"	-0.0137691092153703	4.00495984294095	0.0284339796835016	0.952380275413101	0.999976111862665	"No change"
"CAPS"	0.0418446198127675	1.71864948314544	0.0397989150084794	0.952401951493008	0.999976111862665	"No change"
"USP21"	0.0080936894181245	5.43225337397375	0.0246193254464768	0.952402563711095	0.999976111862665	"No change"
"NCAM2"	0.0046641635074591	6.97212184970178	0.0114502058336707	0.952404032084581	0.999976111862665	"No change"
"CCNA1"	0.0115424241177114	4.46420536021173	0.0250394430236768	0.952412688570067	0.999976111862665	"No change"
"NUDT10"	-0.00941657919472924	5.01172554950814	0.0318433282106848	0.952446867032511	0.999976111862665	"No change"
"BCKDHA"	-0.0108382167348914	4.63171771784533	0.0241112397002692	0.95247050281658	0.999976111862665	"No change"
"TPM3P9"	-0.0227463403478724	2.80036841854679	0.034762757438528	0.952476497012381	0.999976111862665	"No change"
"EEF1AKMT1"	0.0221930175338788	2.85669692779027	0.0474969887876459	0.952488169546711	0.999976111862665	"No change"
"AIRIM"	0.0130069581783318	4.14733060978574	0.0393484667103068	0.952527593269092	0.999976111862665	"No change"
"CD27"	-0.0307677433663537	2.20085859552218	0.0391512151687155	0.952566820924814	0.999976111862665	"No change"
"ZBTB49"	0.0170789344542982	3.45814932130345	0.0356887012037912	0.952587592640761	0.999976111862665	"No change"
"TAGAP"	-0.0389374442774713	1.8114633486958	0.0472227109984577	0.952593282757572	0.999976111862665	"No change"
"MYO1E"	-0.0306018436568089	2.201934693423	0.0419516957592723	0.952715825002837	0.999976111862665	"No change"
"STRADA"	0.00886004759198966	5.16463171066875	0.0261887082605406	0.952749662683112	0.999976111862665	"No change"
"NCBP2AS2"	0.0123383502421308	4.27057010863961	0.0279613212477601	0.952768372024032	0.999976111862665	"No change"
"BCS1L"	0.00924400536149883	5.04551899033916	0.0300573013445546	0.952785103695899	0.999976111862665	"No change"
"LIPE"	-0.0202149942870061	3.04950085596542	0.0279163705405934	0.952808906154565	0.999976111862665	"No change"
"UBE2Q2P1"	0.0303670592630514	2.21009852206094	0.0191473854759589	0.952900465528451	0.999976111862665	"No change"
"MED12"	0.00765440174192234	5.55996422307998	0.0174003753576411	0.952953729042816	0.999976111862665	"No change"
"TIAM2"	0.0207174532302986	2.98654637001539	0.0262303864774236	0.952969765989792	0.999976111862665	"No change"
"SNHG20"	0.0114303346780898	4.46060605464265	0.0382875747241195	0.953008266565725	0.999976111862665	"No change"
"RHBDD3"	0.00943476000768015	4.97159614303184	0.0193074787485719	0.953056648363801	0.999976111862665	"No change"
"SIAE"	-0.00924641539858072	5.02684245546776	0.0157478596061875	0.953074144521933	0.999976111862665	"No change"
"STRADB"	0.00707835732650311	5.76364609934326	0.027556833238076	0.953090624164588	0.999976111862665	"No change"
"MATN2"	0.020232585349501	3.01155563351767	0.0312425023031093	0.953309715046041	0.999976111862665	"No change"
"HOXB6"	0.0101246137868745	4.73561966928554	0.00507238211635015	0.953324919832512	0.999976111862665	"No change"
"TRAF7"	-0.00620645469476543	6.11732712866295	0.023308453173929	0.953337992585127	0.999976111862665	"No change"
"CRYBG3"	-0.0252491567289119	2.53905722283986	0.0484776720344832	0.953448498484754	0.999976111862665	"No change"
"SCN8A"	0.00496401034834442	6.73687204094892	0.0112014172561915	0.953488801768605	0.999976111862665	"No change"
"MRPL2"	0.0140415004057321	3.89830108809025	0.0338128721861814	0.953493351231089	0.999976111862665	"No change"
"POLN"	0.0339628607082103	1.9974917820143	0.0474602293910763	0.953496353320687	0.999976111862665	"No change"
"DPP3"	0.00619008434284862	6.11575312193198	0.0129978135953401	0.953520351571729	0.999976111862665	"No change"
"PPP1R3E"	0.0104932396931613	4.65733370791669	0.0245541452275269	0.953547362016226	0.999976111862665	"No change"
"CLN5"	0.0128354249070761	4.1186545730055	0.0356663736945686	0.953600688195199	0.999976111862665	"No change"
"SLC35B2"	0.00921331610219633	5.00198100733155	0.0235248500820747	0.953675576915437	0.999976111862665	"No change"
"MIR6716"	0.0396851468827723	1.75089516276589	0.0648120227870043	0.953803470767457	0.999976111862665	"No change"
"THOC5"	-0.00748489360674715	5.55996078373111	0.0190130860973532	0.953874392686765	0.999976111862665	"No change"
"PCDHGA10"	-0.0145232975686283	3.78501521819275	0.0433421749986695	0.953933280224081	0.999976111862665	"No change"
"TLCD3A"	0.0125418766522967	4.1573489219771	0.0375027095387873	0.954044640552205	0.999976111862665	"No change"
"EML2-AS1"	-0.0284806912892926	2.28146761634976	0.0451585271568754	0.954055335205757	0.999976111862665	"No change"
"KCNJ2"	0.0250508537417644	2.53149212935117	0.0404245068553242	0.954056888970191	0.999976111862665	"No change"
"TUBGCP2"	-0.00582652987450356	6.25581060638729	0.0135564076659874	0.954072910351132	0.999976111862665	"No change"
"CCDC8"	-0.0315768087019719	2.09298444674159	0.0514752627686864	0.954115801778961	0.999976111862665	"No change"
"DANCR"	-0.00958239445750779	4.8664689275322	0.0239044584613589	0.954116860693907	0.999976111862665	"No change"
"RPL22L1"	0.0300591692865692	2.18177555157435	0.0272950331237102	0.954137745966455	0.999976111862665	"No change"
"NOL12"	-0.012318144760633	4.19583693184043	0.0263033513776343	0.95414266204572	0.999976111862665	"No change"
"NDUFC2-KCTD14"	0.00824961834219335	5.27480965451036	0.0223389887467699	0.954170523881057	0.999976111862665	"No change"
"ANKRA2"	-0.00905634408351756	5.01674827070011	0.0242031872453757	0.954176992132454	0.999976111862665	"No change"
"HSPD1"	0.00344277729619207	7.74251018274671	0.00845233390249592	0.954180964058243	0.999976111862665	"No change"
"TXLNA"	-0.00543281906823471	6.4381927503815	0.0209992202741534	0.954217426344109	0.999976111862665	"No change"
"TTC4"	0.0118759075193853	4.28683668507095	0.0318978376605322	0.954274020313821	0.999976111862665	"No change"
"ACTR1B"	-0.00585692896738198	6.21907838292851	0.0157909875801506	0.954304555153564	0.999976111862665	"No change"
"KIF9"	0.0165324480620212	3.44655718304209	0.0300321820636733	0.954314009429329	0.999976111862665	"No change"
"TMEM203"	0.0084380914725557	5.20421731428479	0.0311589329021806	0.954343878181399	0.999976111862665	"No change"
"PCDHGB5"	0.0121622578277855	4.21697542894189	0.0402523933656287	0.954404665411243	0.999976111862665	"No change"
"MCF2"	0.00932580848110524	4.92037467130658	0.0226035260214484	0.95445430560904	0.999976111862665	"No change"
"POU2F2"	0.0090317138370102	5.00837797850589	0.00778786318781415	0.954463058308269	0.999976111862665	"No change"
"IRF3"	-0.0142077830609551	3.81082777748061	0.0421339985532871	0.95446628468921	0.999976111862665	"No change"
"METTL3"	0.00815320464135658	5.28777471140816	0.0280853111063013	0.954497893716797	0.999976111862665	"No change"
"U2AF1L4"	0.0149688977107916	3.68024138048953	0.0377703311237827	0.954508682283358	0.999976111862665	"No change"
"GOLGA8O"	0.0307512150993663	2.12243208632518	0.0351394478275622	0.954606183907909	0.999976111862665	"No change"
"SPIRE1"	-0.00510182835726478	6.59100259546592	0.0173108494038237	0.954651746980728	0.999976111862665	"No change"
"ADPRM"	0.0200893677600469	2.97057528391111	0.0272543370672702	0.954727109122736	0.999976111862665	"No change"
"LRRC37A"	-0.014576805153591	3.73033068884585	0.0214949223546181	0.954747085186439	0.999976111862665	"No change"
"RIMBP3B"	-0.0339986768675958	1.94794864984881	0.0514651228451568	0.954756660550879	0.999976111862665	"No change"
"STRN"	0.00749930230783797	5.50057915299116	0.0211556554501604	0.954829441804482	0.999976111862665	"No change"
"ZFP91"	-0.00470862582277564	6.79591029987614	0.0182391536053239	0.954977626100749	0.999976111862665	"No change"
"RASIP1"	0.0347176852205274	1.90668587137905	0.0275120006127846	0.955062275813349	0.999976111862665	"No change"
"EEIG1"	-0.012904286298928	4.02147235841802	0.0246582676353293	0.955092778487838	0.999976111862665	"No change"
"ITFG2"	0.0126804701503775	4.06778459677215	0.0235235519810323	0.95510030268245	0.999976111862665	"No change"
"TDRP"	0.0112839192042114	4.36572161169739	0.0341868892014849	0.955161770481515	0.999976111862665	"No change"
"USP45"	-0.0125967930626571	4.07766797619702	0.0279064916989793	0.955181584691035	0.999976111862665	"No change"
"FHL1P1"	0.0353680635225004	1.86294495481888	0.0368413370066319	0.955200024760084	0.999976111862665	"No change"
"ACTR3C"	-0.0115409297437012	4.30051640843768	0.0171749137495759	0.955308751924751	0.999976111862665	"No change"
"KICS2"	-0.0203881807978078	2.90349041309732	0.0342746709763032	0.955348574894872	0.999976111862665	"No change"
"TWF1"	0.00756849102374435	5.43551279449982	0.0143618890699636	0.955377702892019	0.999976111862665	"No change"
"GINS2"	0.0290396054643353	2.18842438622353	0.0291169508588456	0.955396505583127	0.999976111862665	"No change"
"GRIN2C"	0.0411191215836407	1.64881881145585	0.0426935273500585	0.955422100053822	0.999976111862665	"No change"
"AP5S1"	0.0134295933840407	3.90194986093944	0.0265104833985735	0.955433760954968	0.999976111862665	"No change"
"TANC2"	-0.00258075631117447	8.46882668724408	0.00368768636541251	0.955448539461021	0.999976111862665	"No change"
"RGL2"	0.00669286637960373	5.77643274920611	0.0266567398177425	0.955467773520332	0.999976111862665	"No change"
"ZNF433-AS1"	-0.0349357432785305	1.88076660339213	0.0288808757447241	0.955489833013015	0.999976111862665	"No change"
"TRIM41"	0.00713041074395135	5.59698368757754	0.0257391097009785	0.955499862615476	0.999976111862665	"No change"
"CLTC"	-0.00190659886791312	10.0632043980976	0.0031979373118743	0.955513630767963	0.999976111862665	"No change"
"COL22A1"	0.0211406060523257	2.8048521063321	0.0275467780414306	0.955519834611179	0.999976111862665	"No change"
"MAFK"	-0.0159604158160768	3.46528148698989	0.0207457595994879	0.955532514784291	0.999976111862665	"No change"
"ZFY"	0.0123817349787603	4.09674762312556	0.0268350649841861	0.955659913086142	0.999976111862665	"No change"
"ZFYVE16"	-0.00631452571078035	5.91956734305106	0.0180444516183131	0.955686887297625	0.999976111862665	"No change"
"UCKL1-AS1"	-0.0298191190887661	2.12885047589644	0.0480673602688725	0.955752421227938	0.999976111862665	"No change"
"RMDN3"	-0.0090682132382012	4.91751051206309	0.031922825572854	0.955763535306516	0.999976111862665	"No change"
"NEK1"	0.0085149880211053	5.08310543530229	0.015513638554474	0.955858102658735	0.999976111862665	"No change"
"KLF16"	-0.018163850425709	3.13753916622332	0.0221424862002264	0.955881072400226	0.999976111862665	"No change"
"ARMH1"	0.0251641377525768	2.43885558012405	0.0267939844210889	0.95589968814903	0.999976111862665	"No change"
"REEP4"	-0.0370290921854104	1.78018218300781	0.0438267823241346	0.95591216366972	0.999976111862665	"No change"
"CACNB4"	0.00767503522594295	5.35619525468033	0.0191575201531217	0.956006466259033	0.999976111862665	"No change"
"ARHGAP33"	-0.00532562766383048	6.45965000402651	0.00312501429264985	0.956023206982406	0.999976111862665	"No change"
"CHMP3-AS1"	0.042223162493103	1.60165845483814	0.0391658399871571	0.956052432363263	0.999976111862665	"No change"
"CCL3L3"	0.0373427508852778	1.75662112292869	0.0458405697238762	0.956056900804372	0.999976111862665	"No change"
"CALHM2"	-0.0340404584956995	1.9008796854734	0.0196236206685312	0.956071342471029	0.999976111862665	"No change"
"C19orf53"	-0.00859460579849987	5.04135935284404	0.0261094014593135	0.956101086284258	0.999976111862665	"No change"
"PCBD1"	0.00713878726624733	5.5552133732777	0.0127804266493733	0.956116515455819	0.999976111862665	"No change"
"CTXN1"	0.00687234877290574	5.65766631288819	0.00314160580775677	0.956173834746138	0.999976111862665	"No change"
"FAM135B"	-0.0075512769278233	5.39220466486804	0.0186943109237676	0.956196962454299	0.999976111862665	"No change"
"ANKLE2"	0.0058852051530712	6.08465730490114	0.0216545726548323	0.956234801205326	0.999976111862665	"No change"
"FCSK"	-0.0194316057688643	2.96534580893986	0.0378936458215778	0.956248833242	0.999976111862665	"No change"
"UMPS"	0.00975538366489581	4.68917649668792	0.0273789132540662	0.956300326545927	0.999976111862665	"No change"
"DDX47"	0.0082119166517155	5.1555844776394	0.0126086073555133	0.956339494858257	0.999976111862665	"No change"
"PEX14"	-0.00818650035268588	5.16329419242916	0.0222256961310724	0.956346468857361	0.999976111862665	"No change"
"NDUFV2"	0.0051017685979288	6.48210673048318	0.0107295187049221	0.956359942510705	0.999976111862665	"No change"
"WDR27"	-0.00840646636954533	5.0874464040123	0.0184621030836929	0.956369410687664	0.999976111862665	"No change"
"CDC42SE2"	-0.00747077504850827	5.41101045700626	0.0194851367673769	0.956413427052781	0.999976111862665	"No change"
"BIRC2"	-0.00550179254112447	6.26400417460333	0.0133859430620574	0.956521885437021	0.999976111862665	"No change"
"SPATA6L"	-0.024664259103978	2.44665308239057	0.0316912182946093	0.956560649717155	0.999976111862665	"No change"
"GTPBP3"	-0.00982957249658239	4.63990409389226	0.023891580128497	0.956744146606979	0.999976111862665	"No change"
"TLX1"	-0.0175555334695848	3.1805134936094	0.0173913374073058	0.956764197935137	0.999976111862665	"No change"
"RNF32"	0.0208622291191052	2.78404759223557	0.029743311520973	0.956789019875626	0.999976111862665	"No change"
"KIAA1191"	-0.00299405413742279	7.96630786536991	0.00806041385116259	0.956842153306838	0.999976111862665	"No change"
"NBR2"	-0.0214877846440038	2.71668982809925	0.0473563117950749	0.956907274440014	0.999976111862665	"No change"
"ASTN2"	0.0065584788769302	5.7410708258815	0.0181091504200882	0.95691168047957	0.999976111862665	"No change"
"CPXM1"	0.0228818027890406	2.57878039443478	0.0198438543723175	0.956914844509892	0.999976111862665	"No change"
"MRPL10"	-0.00836686506856179	5.06314467648946	0.0194678423179412	0.956942374356424	0.999976111862665	"No change"
"FUBP3"	-0.00624472640762462	5.87110800458843	0.0213449602666383	0.956975281641072	0.999976111862665	"No change"
"RALGPS1"	0.0032984043568199	7.67904495270378	0.00951279407419214	0.957003848173779	0.999976111862665	"No change"
"ZNF777"	-0.00894707161579374	4.87826038123366	0.0170961875652918	0.957024739432776	0.999976111862665	"No change"
"KBTBD2"	0.00551220763273753	6.21586182195	0.0123128866533034	0.957087377820656	0.999976111862665	"No change"
"SIRT6"	-0.0126118159551595	3.96264708356515	0.0159006897492065	0.957113615014879	0.999976111862665	"No change"
"RXYLT1-AS1"	-0.0365051952834598	1.75840654953614	0.0383615888919484	0.957212415539517	0.999976111862665	"No change"
"SHLD1"	-0.0167115882636403	3.26184739990356	0.0277378522151331	0.957223611815646	0.999976111862665	"No change"
"SPATA17"	-0.0231254965105943	2.54604277037932	0.0346032100555643	0.957225933423339	0.999976111862665	"No change"
"ANKS1A"	0.0033778756757109	7.59214702848204	0.00827269075267236	0.957266763014481	0.999976111862665	"No change"
"SCIRT"	-0.0357515834828545	1.79261625172459	0.0385925586900974	0.957291697821635	0.999976111862665	"No change"
"RNF122"	0.0194802233579488	2.90500265382624	0.0261726154187513	0.957361204720506	0.999976111862665	"No change"
"NME5"	-0.0152325280215747	3.47290592185378	0.0204975715140942	0.957390004375836	0.999976111862665	"No change"
"CAPN14"	0.0305351520147134	2.02419326489468	0.0433837637898409	0.957463650432143	0.999976111862665	"No change"
"TMEM217"	0.0295801058770112	2.07338005142233	0.0463627647968058	0.957469785958335	0.999976111862665	"No change"
"FBLIM1"	0.00789390834810558	5.18680390203344	0.0152512130774709	0.957546045158527	0.999976111862665	"No change"
"NTAN1"	0.0108203606527444	4.33051467020289	0.0152496771648818	0.95762931305247	0.999976111862665	"No change"
"STUB1"	-0.00703692470846675	5.49733892282798	0.0187552033347283	0.957630788783446	0.999976111862665	"No change"
"POC1A"	0.0271569990324491	2.21754126856462	0.0370138936322296	0.957680214026879	0.999976111862665	"No change"
"HSDL1"	-0.00295211986234413	7.95145391502255	0.00367111124230513	0.957717059385951	0.999976111862665	"No change"
"ECI2"	0.0167438338866312	3.23048129640397	0.0281533684753678	0.957738657022013	0.999976111862665	"No change"
"SH3BP4"	0.00850836372682111	4.96360695821691	0.0262102247546914	0.957750482801736	0.999976111862665	"No change"
"TCP10L"	0.035261446348645	1.78789438594029	0.0409644505070599	0.957778262267096	0.999976111862665	"No change"
"DDX28"	-0.0139446485814371	3.67382865843964	0.0335839532019466	0.957788786909629	0.999976111862665	"No change"
"CDC26"	-0.0156239924439566	3.3860503794626	0.0205082915219947	0.957857906240233	0.999976111862665	"No change"
"IFT43"	-0.011744103867823	4.0998391233174	0.0291178880058473	0.957861247322946	0.999976111862665	"No change"
"PAFAH1B1"	0.00172168992510626	9.76255807863903	0.00286847583057064	0.957865027197384	0.999976111862665	"No change"
"MKS1"	-0.0132117511469504	3.79773011717482	0.0372288562464168	0.957883955092267	0.999976111862665	"No change"
"ZNF529"	0.00711224052865205	5.44913360358235	0.0188448217458639	0.957956637212658	0.999976111862665	"No change"
"ATP6V1G1"	-0.0037695179534511	7.22974447344894	0.00848994189723776	0.958037281781575	0.999976111862665	"No change"
"MARK2"	-0.00569580610229333	6.05571562970865	0.00884167151884084	0.958116542294301	0.999976111862665	"No change"
"RFC5"	-0.00739380668020152	5.32524138161858	0.0200820462717057	0.958133722915289	0.999976111862665	"No change"
"ELOVL7"	0.0397670805562996	1.61352701880654	0.0317163141003447	0.958147559424746	0.999976111862665	"No change"
"SPIN1"	0.00202311589010308	9.05223109415709	0.00418252032405985	0.958187916271155	0.999976111862665	"No change"
"NEFL"	-0.00293125374229226	12.2097247618136	0.00282034971229233	0.958219630846963	0.999976111862665	"No change"
"ATP5MG"	0.00415288134763601	6.94594346334676	0.00795037612752779	0.95822571479932	0.999976111862665	"No change"
"TFE3"	-0.00676307638243617	5.56654221233761	0.0131702397985678	0.958237590119098	0.999976111862665	"No change"
"HES7"	0.03581726045481	1.74569202233773	0.0369882488597065	0.958443647296633	0.999976111862665	"No change"
"ADAMTS16-DT"	0.0383995989143933	1.64797617212181	0.0330401961116607	0.958480738523117	0.999976111862665	"No change"
"FUT10"	-0.0219003127185094	2.59407559221458	0.0255322974132051	0.958540834654709	0.999976111862665	"No change"
"ZFAND4"	-0.0111424406225574	4.18787913045243	0.0271651851249258	0.958648140677119	0.999976111862665	"No change"
"YARS2"	-0.00853844761009007	4.89597909466343	0.0254780464903474	0.958672366834147	0.999976111862665	"No change"
"CABIN1"	-0.00478455151273208	6.50480151359583	0.00947304113557118	0.958691517212578	0.999976111862665	"No change"
"MRPL37"	-0.00564049356286345	6.04144120766224	0.01431842804418	0.958742519375334	0.999976111862665	"No change"
"GLMN"	0.00874239900479853	4.82809088554071	0.0151234914682922	0.958754798040247	0.999976111862665	"No change"
"CPNE4"	0.0148312284594219	3.46006540258344	0.0373186523842635	0.95877538483802	0.999976111862665	"No change"
"CINP"	0.0118832650819741	4.01372668055292	0.0263068092585246	0.958798084652232	0.999976111862665	"No change"
"ANKRD17"	0.00260836377937624	8.27066502665332	0.00316266853796634	0.9588229114565	0.999976111862665	"No change"
